COUNTY,LONG,LAT,ELEV,DATE,RAINFALL,TMIN,TMEAN,TMAX,TDMEAN,VPDMIN,VPDMAX,MONTH_YEAR,YEAR,MONTH_YEAR_STR,YEAR_STR
Lafayette,-83.1812,29.9856,80.0,2023-01-06,0.0,38.2,56.3,74.4,49.7,0.29,16.33,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-07,0.0,35.0,49.7,64.5,37.0,0.32,14.09,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-08,0.0,35.0,52.0,69.1,38.9,0.31,16.83,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-09,0.0,35.9,54.4,72.8,49.6,0.23,15.73,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-10,0.0,37.7,54.1,70.6,46.2,0.3,15.25,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-11,0.0,36.9,52.0,67.0,41.4,0.32,14.01,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-12,0.1,40.4,57.8,75.1,51.9,0.34,14.89,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-13,0.59,49.2,62.9,76.5,55.1,0.49,18.93,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-14,0.0,33.3,45.0,56.7,38.4,0.8,4.21,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-15,0.0,26.1,38.9,51.7,29.8,0.31,7.32,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-16,0.0,26.1,42.1,58.2,30.5,0.24,11.16,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-17,0.0,26.8,46.7,66.6,35.4,0.2,16.5,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-18,0.0,42.3,57.6,72.8,53.9,0.37,15.15,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-19,0.0,52.3,63.7,75.1,57.6,0.26,11.22,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-20,0.0,48.5,63.5,78.4,61.5,0.3,11.11,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-21,0.0,45.8,60.1,74.5,44.0,0.46,20.95,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-22,0.63,48.7,52.6,56.5,48.6,0.54,5.54,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-23,0.24,49.2,62.2,75.2,60.0,0.37,5.57,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-24,0.0,35.9,48.9,61.9,41.1,0.34,9.59,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-25,0.0,35.7,52.2,68.6,51.1,0.62,10.79,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-26,0.7,41.7,58.7,75.7,58.8,0.65,7.65,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-27,0.0,32.3,45.1,57.9,37.5,0.28,8.53,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-28,0.0,30.4,44.3,58.1,31.9,0.26,11.04,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-29,0.02,30.4,46.5,62.6,40.8,0.44,12.28,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-30,0.01,53.0,64.9,76.7,61.4,0.52,10.82,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-01-31,0.0,60.0,70.8,81.5,65.9,0.32,13.39,2023-01,2023,2023-01,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-01,0.0,54.8,68.2,81.7,63.9,0.13,14.19,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-02,0.0,54.4,65.6,76.9,62.6,0.06,9.19,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-03,0.24,54.3,65.7,77.1,64.6,0.24,9.32,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-04,0.23,37.8,50.6,63.3,41.5,0.65,9.14,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-05,0.0,39.5,53.5,67.5,47.0,0.68,10.5,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-06,0.0,48.8,60.6,72.4,52.6,0.47,12.68,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-07,0.0,45.0,59.5,74.1,44.9,0.62,20.15,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-08,0.0,45.3,61.0,76.6,51.8,0.74,17.15,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-09,0.0,51.4,65.6,79.8,55.6,0.7,20.24,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-10,0.22,53.7,66.7,79.8,63.5,0.53,13.6,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-11,2.04,54.9,64.1,73.3,62.8,0.24,3.99,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-12,0.82,52.5,60.8,69.1,59.0,0.22,3.53,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-13,0.0,37.5,47.3,57.1,43.2,0.38,5.62,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-14,0.0,37.0,53.3,69.5,39.4,0.32,17.5,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-15,0.0,37.2,57.0,76.8,42.9,0.34,23.65,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-16,0.0,51.0,64.3,77.6,57.3,0.88,14.41,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-17,0.0,55.9,68.4,80.9,61.4,0.33,16.9,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-18,0.12,36.3,57.7,79.1,53.0,0.85,9.95,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-19,0.0,36.0,49.9,63.7,39.0,0.61,11.97,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-20,0.0,42.3,58.5,74.6,53.0,0.46,12.94,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-21,0.0,54.8,65.0,75.2,58.6,0.71,15.04,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-22,0.0,65.2,72.2,79.2,65.8,0.88,11.53,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-23,0.0,61.4,72.3,83.3,65.0,0.43,18.63,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-24,0.0,63.2,73.2,83.3,67.9,0.01,14.65,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-25,0.0,61.6,73.4,85.1,64.6,0.5,20.37,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-26,0.0,61.8,72.2,82.5,63.8,0.49,18.84,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-27,0.0,59.2,71.2,83.1,63.0,0.25,18.94,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-02-28,0.0,62.1,70.9,79.6,66.5,0.56,14.39,2023-02,2023,2023-02,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-01,0.0,64.2,73.1,82.0,68.4,0.73,12.5,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-02,0.0,62.3,72.0,81.7,66.4,0.55,13.63,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-03,0.03,62.6,72.8,83.0,64.1,0.64,18.94,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-04,0.12,64.2,73.2,82.2,68.9,0.97,14.67,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-05,0.01,58.0,69.6,81.2,63.9,0.96,13.35,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-06,0.0,58.0,71.8,85.6,58.5,0.62,27.67,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-07,0.02,60.6,73.2,85.8,63.5,0.54,24.32,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-08,0.02,61.5,74.0,86.6,65.3,0.63,21.55,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-09,0.0,49.2,63.8,78.4,51.3,1.24,17.99,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-10,0.0,50.7,64.0,77.3,54.2,1.27,17.32,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-11,0.56,50.8,64.9,79.0,61.6,0.5,12.97,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-12,0.0,49.5,63.4,77.3,46.1,0.69,24.2,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-13,1.41,51.1,65.1,79.2,63.8,0.45,12.4,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-14,0.45,42.6,56.1,69.7,52.7,0.34,9.35,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-15,0.0,42.4,54.3,66.1,34.7,1.66,15.66,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-16,0.0,36.1,50.6,65.0,34.6,0.52,14.85,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-17,0.0,36.2,55.1,73.9,45.5,0.46,19.37,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-18,0.0,52.4,65.7,79.0,62.2,1.08,16.58,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-19,2.16,42.3,54.1,65.8,49.1,0.56,2.66,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-20,0.0,36.3,47.7,59.2,34.6,0.81,10.96,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-21,0.0,32.8,46.3,59.9,30.3,0.5,12.39,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-22,0.0,37.3,54.7,72.1,51.2,0.68,12.51,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-23,0.0,54.2,67.9,81.7,56.8,0.56,21.14,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-24,0.0,54.4,69.1,83.9,59.3,0.56,20.99,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-25,0.0,55.7,69.3,82.8,63.2,0.45,18.53,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-26,0.0,68.7,75.8,82.9,70.5,0.69,11.64,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-27,0.0,66.2,75.4,84.7,68.6,0.63,15.55,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-28,0.0,65.6,74.7,83.8,68.6,0.64,14.39,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-29,0.58,56.7,69.0,81.4,65.8,0.43,10.04,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-30,0.15,48.3,61.6,74.8,52.5,0.54,15.07,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-03-31,0.0,50.0,64.4,78.7,53.1,0.74,21.1,2023-03,2023,2023-03,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-01,0.0,56.0,70.2,84.4,60.6,0.78,22.6,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-02,0.0,61.2,71.9,82.7,68.7,0.59,12.79,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-03,0.0,57.4,71.1,84.8,55.8,0.82,29.19,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-04,0.0,58.2,71.2,84.3,61.8,0.42,21.2,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-05,0.0,62.8,74.9,87.0,67.1,0.43,21.1,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-06,0.0,65.6,77.5,89.4,67.2,0.68,25.14,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-07,0.0,66.0,76.6,87.2,66.5,1.22,21.79,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-08,0.0,66.1,76.5,87.0,68.1,0.88,21.35,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-09,0.42,49.0,63.9,78.9,63.2,0.44,9.39,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-10,0.0,49.0,54.3,59.6,51.6,0.52,3.82,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-11,0.0,55.9,62.4,69.0,53.8,2.22,7.61,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-12,0.03,56.5,65.6,74.6,57.4,1.3,12.19,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-13,0.0,58.0,67.1,76.2,58.8,1.63,14.75,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-14,0.05,58.4,69.6,80.8,63.3,0.61,15.23,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-15,0.0,55.4,69.0,82.6,59.8,0.65,19.87,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-16,0.52,56.4,70.9,85.4,64.3,0.6,20.22,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-17,0.0,59.4,71.5,83.5,63.9,0.79,15.88,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-18,0.0,41.9,59.9,77.8,42.9,0.72,23.59,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-19,0.0,45.3,63.6,81.9,43.7,0.79,29.55,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-20,0.0,51.6,68.0,84.4,51.0,0.83,29.86,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-21,0.0,53.9,69.6,85.4,55.1,0.87,26.63,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-22,0.0,56.9,70.9,84.8,59.2,0.9,24.91,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-23,0.05,54.6,69.6,84.7,57.8,1.37,19.85,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-24,0.0,56.7,70.3,83.9,50.1,2.08,28.82,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-25,0.01,59.2,66.1,73.1,60.2,1.21,8.91,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-26,0.19,59.7,70.8,81.9,63.6,0.59,15.64,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-27,0.02,60.9,73.6,86.3,65.0,0.09,22.29,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-28,0.72,62.7,74.2,85.6,66.6,0.49,18.87,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-29,0.0,64.6,74.3,84.0,69.7,0.41,14.3,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-04-30,0.98,64.5,73.8,83.1,67.9,0.52,15.19,2023-04,2023,2023-04,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-01,0.0,54.2,65.4,76.7,59.2,0.71,13.99,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-02,0.0,57.1,68.8,80.5,60.9,0.93,16.23,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-03,0.0,56.6,69.0,81.4,52.3,1.54,23.82,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-04,0.0,49.8,65.6,81.4,49.3,0.65,26.28,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-05,0.0,52.7,68.1,83.6,50.5,0.85,27.99,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-06,0.02,58.1,70.8,83.5,58.7,1.65,23.76,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-07,0.0,59.9,71.2,82.4,63.7,0.84,15.51,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-08,0.0,59.9,72.7,85.6,62.1,0.98,22.72,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-09,0.0,63.7,74.6,85.5,66.6,0.96,19.09,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-10,0.0,67.8,77.9,88.0,68.9,0.84,21.43,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-11,1.01,68.3,80.8,93.3,68.7,0.85,31.54,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-12,0.0,67.7,78.2,88.7,69.6,0.75,21.57,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-13,0.03,64.9,77.9,90.9,67.9,0.73,26.01,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-14,0.0,65.8,76.7,87.5,68.2,0.61,21.27,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-15,0.08,68.0,78.7,89.4,70.2,1.07,22.29,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-16,0.95,68.1,78.5,88.8,70.3,0.71,19.94,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-17,0.03,69.4,78.3,87.2,70.9,0.77,17.57,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-18,0.45,66.9,76.1,85.3,69.7,0.68,13.82,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-19,0.54,67.9,76.2,84.6,70.0,0.59,13.9,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-20,0.0,66.1,76.4,86.6,69.0,0.6,17.72,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-21,0.0,67.3,78.1,88.8,68.9,1.07,22.23,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-22,0.0,69.2,79.9,90.7,71.2,0.96,23.34,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-23,0.0,67.9,76.2,84.6,69.9,0.75,12.12,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-24,1.31,67.5,76.0,84.4,69.2,0.75,14.88,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-25,0.0,62.6,71.7,80.7,65.6,0.86,11.26,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-26,0.0,64.8,74.6,84.5,62.5,1.65,23.38,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-27,0.0,57.1,66.5,76.0,60.1,2.79,9.91,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-28,0.0,52.8,67.0,81.3,56.7,0.8,18.32,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-29,0.0,56.9,69.6,82.2,60.2,0.84,20.16,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-30,0.0,63.2,74.7,86.2,65.4,1.02,23.51,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-05-31,0.03,66.4,76.9,87.4,65.0,1.42,24.2,2023-05,2023,2023-05,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-01,0.55,70.2,77.6,85.0,69.2,1.68,16.46,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-02,0.09,64.8,75.0,85.3,68.1,1.22,15.22,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-03,0.0,65.4,75.4,85.3,66.3,1.44,18.16,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-04,0.0,67.6,77.6,87.6,67.9,1.14,21.59,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-05,0.09,64.3,75.0,85.7,67.3,1.05,16.84,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-06,0.0,62.2,74.3,86.4,64.7,1.49,21.23,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-07,0.0,66.0,78.0,89.9,66.5,1.36,26.49,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-08,0.08,68.6,77.7,86.9,68.9,0.96,19.82,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-09,0.0,72.0,80.4,88.7,71.9,1.13,19.4,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-10,0.6,67.7,79.4,91.2,70.7,0.41,22.04,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-11,0.26,68.7,77.8,86.9,71.9,0.29,15.05,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-12,0.0,70.3,79.9,89.5,71.5,0.47,21.84,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-13,0.0,73.1,81.1,89.0,73.5,0.78,18.47,2023-06,2023,2023-06,2023
Lafayette,-83.1812,29.9856,80.0,2023-06-14,0.0,70.7,81.4,92.0,73.3,0.41,22.69,2023-06,2023,2023-06,2023
Lake,-81.7113,28.7615,74.0,2023-01-01,0.06,63.0,67.3,71.5,66.6,0.09,1.43,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-02,0.0,55.6,67.1,78.7,62.6,0.19,11.74,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-03,0.0,55.8,68.4,80.9,62.1,0.23,17.1,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-04,0.0,59.0,70.1,81.2,65.8,0.33,14.21,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-05,0.03,66.9,74.7,82.5,68.5,0.47,13.17,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-06,0.31,47.6,61.1,74.6,56.1,0.78,13.47,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-07,0.0,41.3,55.2,69.1,39.6,0.75,17.59,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-08,0.0,42.0,55.9,69.8,43.9,0.58,16.54,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-09,0.0,46.9,61.2,75.5,54.5,0.31,14.42,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-10,0.0,49.9,62.9,75.9,53.8,0.47,14.78,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-11,0.0,42.8,56.9,71.1,45.4,0.47,15.89,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-12,0.0,42.8,58.7,74.5,46.1,0.35,20.93,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-13,0.62,49.7,63.8,77.9,53.8,0.55,20.76,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-14,0.1,38.4,51.0,63.6,43.3,0.68,7.81,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-15,0.0,32.9,43.0,53.1,31.4,0.72,7.72,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-16,0.0,33.3,46.0,58.6,32.9,0.32,11.17,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-17,0.0,34.7,50.7,66.7,37.5,0.27,16.45,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-18,0.0,39.3,56.6,73.8,48.9,0.28,16.88,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-19,0.0,50.8,63.6,76.4,55.9,0.58,16.05,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-20,0.0,57.0,69.3,81.7,63.2,0.54,17.23,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-21,0.0,53.6,66.7,79.9,51.4,0.67,23.37,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-22,0.07,55.1,59.5,64.0,53.1,0.65,7.23,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-23,0.22,57.8,69.7,81.6,63.2,0.71,15.29,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-24,0.0,46.0,56.0,66.1,44.0,1.4,13.45,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-25,0.0,47.0,60.6,74.1,54.9,1.19,14.51,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-26,0.25,57.4,70.8,84.3,62.4,0.86,22.05,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-27,0.0,42.4,53.9,65.4,43.3,1.0,12.43,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-28,0.0,42.5,52.6,62.6,36.4,1.42,13.17,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-29,0.0,46.3,57.5,68.7,50.9,2.07,10.96,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-30,0.0,59.4,70.1,80.9,62.1,0.5,16.01,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-01-31,0.0,60.6,72.7,84.8,65.2,0.67,18.7,2023-01,2023,2023-01,2023
Lake,-81.7113,28.7615,74.0,2023-02-01,0.0,61.0,72.0,83.1,64.0,0.5,17.86,2023-02,2023,2023-02,2023
Lake,-81.7113,28.7615,74.0,2023-02-02,0.0,60.7,71.1,81.5,62.8,0.63,16.33,2023-02,2023,2023-02,2023
